Colors,Description,Flowers,Image,Misc items,Name,Type,Used
"Blush , Blush pink , Blush","Lavender roses, lilac spray roses, purple powdered anemones tweedia elements, stock florals, orchids, lilac tweedia elements ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1698511119991x602124379067651800/image.jpg,,Lavender And Purple ,Bridal Bouquet,4.0
,Babies breath hair garland,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1698690830336x938028064136251000/image.jpg,,Bridal Hair ,Hair Arrangement,0.0
"White , Ivory , Ivory , Champagne","1 Vassel ceramic jar with florals: peach ranunculus, cosmos, roses, zinnia, poppy 
3 green votive candles 
piece of manzanita branch - darker wood ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1698698201050x833619302257840900/image.jpg,,Flower Centerpiece ,Short Arrangement,0.0
"White , Ivory , Ivory","poppiues, ranunculus, sweet peas, mint",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1698698736409x351001143738336500/image.jpg,,Wild ,Short Arrangement,1.0
"White , White , Peach , Blush",clusters in cages  attached to the columns under patio ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1698701433381x843612767238024200/image.jpg,,Flower Pieces ,Arch,1.0
"Blush , Cream","Fantasy Bridal Bouquet with ranunculus, poppies, clematis lavender, peach ranunculus, touches of yellow",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1698714343655x949401380298908800/image.jpg,,Fantasy,Bridal Bouquet,4.0
"Ivory , Peach , Blush , Pale apricot , Pink , Pale Pink , Peach , Orange","peach Ivory arch with ranunculus, roses, spray roses, touches of delphinium, more flowers then greenery ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1698714234031x516752947365691970/image.jpg,,Peach Love,Arch,0.0
"White , Pale apricot , Pink , Baby pink , Blush Pink 2",Fantasy bridesmaids bouquet ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1698714572136x856175929693829600/image.jpg,,Fantasy ,Bridesmaids Bouquet,2.0
"Ivory , Cream , Peach , Blush","bright colorful arrangement with roses, spray roses, mums, yellow ranunculus, textured ararnegemnst with added purple clematis, and yellow stock",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1698715940582x437774373285359600/image.jpg,,Short ,Short Arrangement,2.0
"White , Ivory , Ivory , Champagne","Low vessel with frog arrangements - tulips, ranunculus, clematis, sweet peas, poppies",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1698716386330x859803535673779500/image.jpg,,Low Ceramic Vessels ,Short Arrangement,6.0
"White , White","Floor semi circle with white delphinium, white roses, white spray roses, white hydrangeas, queen lace, campanula, large tiber roses",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1698776389960x644870967023798000/image.jpg,,Semi Circle ,Arch,8.0
"White , Ivory , Dark Terracotta , Emerald green , Dark green","Red and burgundy florals with touches of blush with anemones, roses, greenery, spray roses, ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1698899883764x958270289895874600/Screen%20Shot%202023-11-01%20at%209.32.11%20PM.png,,Freestanding Floral Arch ,Arch,0.0
"White , White , Ivory","Blush with white and ivory with touches of burgundy bridal bouquet with anemones, blush peonies, blush roses, blush spray roses, touches of greenery ranunculus",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1698900251946x666428393295246300/image.jpg,,Winter ,Bridal Bouquet,0.0
,,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699303808747x187821643850253340/image.jpg,,,,0.0
"White , White , Ivory , Bright blush pink , Dark Terracotta , Pale green , Green",2 Burgundy floral arrangements  with touches of white with blush florals. With blush chiffon drape.,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699303857098x816386807827579400/image.jpg,,2 Flower Pieces And A Drape,Arch,0.0
,"White butterfly orchids trailing down
greenery ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699384335614x741845022280679400/25c4b84dc793bdf4c4471dcb1de219e8.jpg,,Bridal boquet,Bridal Bouquet,0.0
,white orchid and green leaf,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699384979689x910132387398622200/6e337e4d3511a2310c06477203c439dd.jpg,,Groom boutonniere ,Boutonnieres,0.0
,"This is our wood arch
We would like large monstera leaves 
dripping green with white orchids and flowers",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699385381337x735473486705424900/4d2052ca50ddf6ded75ca9edef4fa5c1.jpg,,,Arch,0.0
,,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699385421431x215541752550152400/e21a035ba0bd8941447e17b92522a1f0.jpg,,,Arch,0.0
,"Monstera leaves
White orchids on top
3 candels per table (altering heights in glass vases)",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699385925393x920023979416220500/1236cd8f46775b993f6bf59b9f8a5c52.jpg,,,Cocktail table,0.0
,wedding entrance florals ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699386027785x475343898460049340/1aa1d9b416d5d57dda489c4dddc735b5.jpg,,,Welcome sign,0.0
,"Vase and leaves with protea flower for guestbook table, would like string of white flowers too ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699386061870x341922503841879360/3c7bbb9afb91562fbab9faf10718d1e1.jpg,,,Short Arrangement,0.0
,white orchids on cake,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699386231445x828089878095910800/abb0aaf4e5ae5adf035446458e9df91a.jpg,,,Wedding cake,0.0
,monstera with white orchids and candles in vases ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699386280352x397128419188324700/c25b513aeb185a463375a93cfab77f68.jpg,,,Sweetheart Table,0.0
"White , White , Ivory , Ivory",Tropical bridal bouquet ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699479847806x240140725312087070/image.jpg,,White Florals Tropical ,Bridal Bouquet,1.0
"White , White , Ivory",Phialanopsis orchids with greeneery7and roses ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699479962096x582602875866853500/image.jpg,,Tropical ,Bridesmaids Bouquet,1.0
"White , White , Ivory","Flower arch with whites, burgundy, blushes, and greenery accents ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699480951675x811108201218542700/image.jpg,,Floral Arch ,Arch,0.0
"White , White",Lily of the valley Bridal bouquet 60 stems ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699900655276x910752755386904300/image.jpg,,Lily Of The Valley ,Bridal Bouquet,0.0
"White , White , Ivory , Ivory","White roses, white cosmos, white ranunculus touches ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699901552839x751437361092084600/image.jpg,,White Cloud,Bridesmaids Bouquet,0.0
"Ivory , White",Flowers and greenery arch fro the entrance to the ceremony ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699912146510x294364660459278460/image.jpg,,Entrance To The Ceremony Arch ,Arch,2.0
"White , White , Ivory","Greenery with florals, for the mantel. floor and top pieces with greenery  elements  - spirea - all in White and green colors palette. ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699914513279x450329306402429800/image.jpg,,Florals Decor For The Mantel,Arch,0.0
"White , White , Green , Pale green",White florals and greenery covering the u shape structure ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699980530903x801591872708160500/image.jpg,,U Shape Arch With Florals ,Arch,3.0
"Light Beige , cappucino , Pale apricot , Mustard Yellow","Floor Arrangements in peach, yellow and ivory colors - Wild flowers ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699984319575x859638139648625400/image.jpg,,Aisle Florals Meadow ,Aisle,1.0
"White , White , Ivory",White Classic Style Bouquet ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699989891664x355542673961090940/image.jpg,,White Bridal Classic ,Bridal Bouquet,5.0
"White , White , Natural Green , Emerald green",1 corner centerpiece and 1 details on the other side ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1699989988501x705686766963937800/image.jpg,,Flowers With Arch Structure ,Arch,5.0
"Ivory , Ivory , Blush , Blush pink , Burgundy  , Burgundy","Roses, burgundy florals with ranunculus, berries, greenery elements",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1700106041710x942811759331484200/image.jpg,,Blush And Burgundy ,Short Arrangement,0.0
"White , White , Ivory , beige , Ivory","White ranunculus, white spray roses, sweet peas, touches of blush and touches of greenery delphinium,  ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1700199342122x958609133217248600/image.jpg,,White And Cream Colors With Touches Of Blush ,Bridal Bouquet,8.0
,,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1700264209371x232295741934899650/image.jpg,,,,0.0
," peach roses, ranunclus kozmaz blush flowers to",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1700264305622x732386595329836000/image.jpg,,Colorful Peach,Bridesmaids Bouquet,2.0
,tulips spray roses ranucilas all peach ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1700265270512x295832996114828700/image.jpg,,Colorful,Wedding cake,3.0
"White , White , Ivory , Green",White florals with greenery accents ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1700267386072x856393885714596100/image.jpg,,Phialanopsis Orchids Bouquet ,Bridesmaids Bouquet,0.0
"Cream , Peach , Pale Pink","Dahlias, roses, ranunculus, delphinium elements, butterfly ranunculus, cosmos",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1700268578009x608922668937429400/image.jpg,,Colorful Bar Arrangement ,Elevated,4.0
"White , White , Dusty Blue , Dusty Blue ",White Asle pew florals with blue accent ribbon ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1700513307321x577401933838665100/image.jpg,,Aisle Pew Flowers ,Aisle,1.0
"White , Ivory , Light Dusty blue , Emerald green , Natural Green","White and baby blue Hydrangeas, butterfly ranunculus baby blue Hydrangeas, Roses, ranunculus, sweet peas",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1700513480574x171093888807793300/image.jpg,,Baby Blue And White Compote Style Vase,Short Arrangement,2.0
"White , Ivory , Blush , Blush pink , Blush","Blush flowers chuppah with ouchjes of greenery 8 ft wide and 8,5 tall ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1700883292309x123217136320159950/image.jpg,,Blush Flowers Chuppah,Arch,0.0
"Peach , Blush , Blush pink , Blush , Baby pink , Bright blush pink , Blush Pink 2 , Blush , Fucsia , Christmas Red , Raspberry Pink ",peach light pink with a touch of blush with red and green,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1701471911502x120715194175472940/image.jpg,,Colorful Mandap,Arch,2.0
"White , Ivory , Cream , Peach , Blush , Pale Pink , Baby pink",Floral arrangement for fountain,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1701546083025x137376379609193140/image.jpg,,Fountain Flower Arrangement ,Arch,0.0
"White , Ivory , White , Green , Pale green , Emerald green , Dark green , Sage","White roses, white spray roses, amaranths elements, greenery accents, itallian greenery, palm leaves. ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1701740160785x459061229828341400/image.jpg,,Flower Arch ,Arch,0.0
,"Tall 32 inches vase with flowers on top - hydrangeas, roses, orchids,  with tropical palm leaves elements white, cream, with touches of anemones and ranunculus - fuller look ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1701890935734x136675978822791150/image.jpg,,White And Green With Tropical Touches ,Tall Arrangement,2.0
"White , Ivory , White",Peach and blush florals with greenery and baby blue accents,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1701893432393x757971385526475400/image.jpg,,Arch U Shape ,Arch,1.0
Cream,Taupe Candles ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1701896062498x708363499840950000/image.jpg,,Ivory  Candles With Cylinders And Candle Holder,Short Arrangement,1.0
,Gold trumpet vase,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1701974490391x740284663681012300/image.jpg,,Tall Trumpet Gold Vase,Tall Arrangement,0.0
"White , Green",Olive branches for a tall vase,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1702073604201x163710744928792670/image.jpg,,Olive Brunches ,Tall Arrangement,4.0
"White , White",Ombre pink garlands made of carnations,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1702258363553x737140927932698800/image.jpg,,Ombre Neck Garlands ,Bridal Bouquet,1.0
"White , Peach , Orange , Yellow , Green , Natural Green",Yellow flowers with marigolds and carnations strings ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1702408029710x129966761421107070/image.jpg,,Yellow And Orange Backdrop With Flowers On Top And Flower Strings ,Arch,1.0
"White , Ivory , Ivory , beige","Flowers Mandap Decor,   Mandap is not provided  Florals and fabric are  provided  by us ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1702412935653x941016211739814700/image.jpg,,Partially Decorated Mandap ,Arch,3.0
"Peach , Cream , Oatmeal",Colorful blooms drape from the tree ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1702413438248x607782901982189800/image.jpg,,Florals Drape From The Tree ,Arch,0.0
"Peach , Orange , Blush ",25 lanterns/chandeliers hanging from the ceiling over the dining tables,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1702413693796x332604926428294900/image.jpg,,Hanging Lanterns Over The Tables ,Elevated,0.0
,"Blush roses, dusty pink  roses, astilbe, white ranunculus, minimal greenery mostly florals in white and dusty pink palette. slightly cascading ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1702693864969x115818085602711570/image.jpg,,Cascading Bridal Bouquet ,Bridal Bouquet,0.0
"Cream , Blush  , Blush","Bridal bouquet with dusty pink roses, ivory ranunculus, boho elements no greenery. Neutral muted color pallette ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1702698950576x352585471883097660/image.jpg,,Cascading Bridal,Bridal Bouquet,3.0
,"Ivory roses, carmel roses, touches of boho flowers with ivory undertones ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1702699149882x133684836046550340/image.jpg,,Boho Bridal Bouquet,Bridesmaids Bouquet,0.0
"White , White , Green , Natural Green","White flowers with greenery with spray roses, orchids, butterfly ranunculus, itallian ruscus ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1702936368342x208737879021638530/image.jpg,,Corner Floral Piece ,Welcome sign,2.0
White,White flowers with greenery ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1702936484001x118359899932716450/image.jpg,,White Floral Piece For Welcome Table,Welcome sign,0.0
"White , Green , Pale green",Greenery and flowers short arrangement in white colors ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1702936543661x785437825702632400/image.jpg,,White Arrangement With Greenery ,Short Arrangement,1.0
White,Clear cilynder vase 5 inches tall and 5 inches wide ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1703041818451x975611598383473700/image.jpg,,Clear Cylinder Vase,Short Arrangement,0.0
,White garden roses bouquet ,Yellow Butter Cup Dahlias ,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1703878138146x243513933437723200/image.jpg,,White Classic ,Bridesmaids Bouquet,12.0
,White rose in a clear vase,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1703957933526x219814515774439330/image.jpg,,Bud Vase With Single Stem Rose,Short Arrangement,7.0
,,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1703960096877x568107623998059140/image.jpg,,,,0.0
"Ivory , Ivory , White , Blush pink , Blush , Blush  , Pale Pink , Baby pink , Emerald green , Natural Green , Green",Green blush and a pinch of pink set of 2 columns with vases and flowers ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1703960455376x809714141020688500/image.jpg,,Fall Delight,Aisle,0.0
"White , White",white rose petals,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1703961014505x375311561931809000/image.jpg,,White Rose Petals,Aisle,1.0
"White , Ivory , Ivory , Cream","    Circular arch 7,5 ft wide and tall fully designed with flowers and greenery, White roses, white spray roses, ranunculus, tulips. ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1704237175312x184090249876391870/image.jpg,,Circular Arch With Flowers ,Arch,1.0
,Blush with touches of light peach flowers arround teh cake stand ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1704646207463x757577151163787900/image.jpg,,Flowers Arround The Cake Decor ,Wedding cake,1.0
"Blush Pink 2 , Pink peach , Bright blush pink",Pink pillar candles various sizes,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1704650058477x894208452004762400/image.jpg,,Pink Pillar Candles,Short Arrangement,0.0
White,   Floral decor only for the bottom of the mandap.2 flower arrangements ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1704650728605x987753100108374800/image.jpg,,Wooden Mandap Structure ,Arch,0.0
,"Peach with touches of burgundy astilbe, ranunculus, garden roses, touches of seeded eucalyptus",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1704686585514x390060958707396600/image.jpg,,Fall Inspired Bridal ,Bridal Bouquet,1.0
"Peach , Cream , Coral pink , Pale green , Green",Fall Boho florals for the arch 2 centerpieces ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1704686794748x218697512015547870/image.jpg,,2 Flower Centerpieces On The Arch ,Arch,1.0
"Ivory , Ivory",Black Lantern with floral wreath ,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1704686903481x730986840436127700/image.jpg,,Black Lantern With Floral Wreath ,Short Arrangement,1.0
"White , White , Ivory","White sweet peas, white ranunculus, white garden roses, white spray roses, ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1704689289205x579788841149475200/image.jpg,,White Bouquet,Bridesmaids Bouquet,1.0
,"Blush roses, butterfly ranunculus, greenery touches, delphinium, ",,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1704732358209x118369802017288980/image.jpg,,Cake Flowers ,Wedding cake,1.0
,,,a589c9704d0f6b8886c6fd3bd3aed613.cdn.bubble.io/f1704858021265x828980171163862700/image.jpg,,,,0.0
